,id,title,release_date,genres,original_language,vote_average,vote_count,popularity,overview,budget,production_companies,revenue,runtime,tagline,release_year,release_month
185,399566,Godzilla vs. Kong,2021-03-24,"['Action', 'Fantasy', 'Science Fiction']",English,7.7,8759,143.923,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",200000000,['Legendary Pictures'],470116094,114,One Will Fall,2021,03
186,671,Harry Potter and the Philosopher's Stone,2001-11-16,"['Adventure', 'Fantasy']",English,7.9,24703,144.983,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",125000000,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",976475550,152,Let the magic begin.,2001,11
194,9607,Super Mario Bros.,1993-05-28,"['Adventure', 'Fantasy', 'Comedy', 'Family', 'Science Fiction']",English,4.3,1098,124.391,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",48000000,"['Hollywood Pictures', 'Cinergi Pictures Entertainment', 'Allied Filmmakers', 'Lightmotive']",20915465,104,This Ain't No Game.,1993,05
195,337404,Cruella,2021-05-26,"['Comedy', 'Crime']",English,8.1,8158,112.862,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",200000000,"['Walt Disney Pictures', 'Gunn Films', 'Marc Platt Productions']",233503234,134,Hello Cruel World,2021,05
198,830784,"Lyle, Lyle, Crocodile",2022-10-07,"['Comedy', 'Family', 'Music']",English,7.4,407,130.007,"When the Primm family moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle — a singing crocodile who loves baths, caviar and great music — living in the attic of his new home. But when Lyle’s existence is threatened by evil neighbor Mr. Grumps, the Primms must band together to show the world that family can come from the most unexpected places.",50000000,"['Hutch Parker Entertainment', 'Speck Gordon', 'Eagle Pictures', 'TSG Entertainment', 'Columbia Pictures', 'Sony Pictures']",104088441,106,He knows every scale.,2022,10
199,752623,The Lost City,2022-03-24,"['Action', 'Adventure', 'Comedy']",English,6.6,2724,128.025,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",74000000,"['Paramount', 'Fortis Films', '3dot Productions', 'Exhibit A Film']",192907684,112,The adventure is real. The heroes are not.,2022,03
202,760104,X,2022-03-17,"['Horror', 'Mystery', 'Thriller']",English,6.8,1918,129.629,"A group of actors sets out to make an adult film in rural Texas under the noses of their reclusive hosts, but when the elderly couple catches their young guests in the act, the cast finds themselves in a desperate fight for their lives.",10000000,"['A24', 'Little Lamb Productions']",14779858,106,Dying to show you a good time.,2022,03
203,877269,Strange World,2022-11-23,"['Animation', 'Family', 'Adventure', 'Science Fiction']",English,6.5,936,111.827,"A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",180000000,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",73621640,102,Journey to a place where nothing is as it appears!,2022,11
204,338953,Fantastic Beasts: The Secrets of Dumbledore,2022-04-06,"['Fantasy', 'Adventure', 'Family']",English,6.8,3515,127.221,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",200000000,"['Warner Bros. Pictures', 'Heyday Films', 'Brazil Production Services']",406950844,142,Return to the magic.,2022,04
205,848058,Piggy,2022-10-07,"['Horror', 'Thriller', 'Drama']",Spanish,6.7,361,112.199,A bullied overweight teenager sees a glimpse of hope when her tormentors are brutally abducted by a mesmerizing stranger.,2400000,"['Morena Films', 'Backup Media', 'Cerdita AIE']",380512,99,Adolescence can be brutal.,2022,10
206,438631,Dune,2021-09-15,"['Science Fiction', 'Adventure']",English,7.8,8790,132.516,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",165000000,['Legendary Pictures'],402027830,155,It begins.,2021,09
218,566525,Shang-Chi and the Legend of the Ten Rings,2021-09-01,"['Action', 'Adventure', 'Fantasy']",English,7.6,8013,122.556,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,150000000,['Marvel Studios'],432243292,132,You can't outrun your destiny.,2021,09
224,24428,The Avengers,2012-04-25,"['Science Fiction', 'Action', 'Adventure']",English,7.7,28543,121.956,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",220000000,['Marvel Studios'],1518815515,143,Some assembly required.,2012,04
225,756999,The Black Phone,2022-06-22,"['Horror', 'Thriller']",English,7.8,3826,111.237,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",17000000,"['Universal Pictures', 'Blumhouse Productions', 'Crooked Highway']",161440742,103,Never talk to strangers.,2022,06
226,14836,Coraline,2009-02-05,"['Animation', 'Family', 'Fantasy']",English,7.8,6567,116.546,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",60000000,"['Focus Features', 'Laika Entertainment', 'Pandemonium']",124600000,100,Enter a world beyond your wildest dreams... and nightmares,2009,02
228,661374,Glass Onion: A Knives Out Mystery,2022-11-23,"['Comedy', 'Crime', 'Mystery']",English,7.1,4035,110.567,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,40000000,['T-Street Productions'],13280000,140,"When the game ends, the mystery begins.",2022,11
229,216015,Fifty Shades of Grey,2015-02-11,"['Drama', 'Romance', 'Thriller']",English,5.9,10888,124.447,"When college senior Anastasia Steele steps in for her sick roommate to interview prominent businessman Christian Grey for their campus paper, little does she realize the path her life will take. Christian, as enigmatic as he is rich and powerful, finds himself strangely drawn to Ana, and she to him. Though sexually inexperienced, Ana plunges headlong into an affair -- and learns that Christian's true sexual proclivities push the boundaries of pain and pleasure.",40000000,"['Focus Features', 'Michael De Luca Productions', 'Trigger Street Productions']",571006128,125,Are you curious?,2015,02
231,539681,DC League of Super-Pets,2022-07-27,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']",English,7.4,1215,107.644,"When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",90000000,"['Warner Animation Group', 'DC Entertainment', 'Seven Bucks Productions', 'Animal Logic', 'Warner Bros. Pictures']",203000000,105,"Sit, stay, save the world.",2022,07
235,767,Harry Potter and the Half-Blood Prince,2009-07-07,"['Adventure', 'Fantasy']",English,7.7,17623,130.573,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",250000000,"['Warner Bros. Pictures', 'Heyday Films']",933959197,153,Dark Secrets Revealed,2009,07
241,337167,Fifty Shades Freed,2018-01-17,"['Drama', 'Romance']",English,6.7,7341,124.56,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",55000000,"['Universal Pictures', 'Perfect World Pictures']",368307760,105,Don't Miss the Climax,2018,01
245,460465,Mortal Kombat,2021-04-07,"['Action', 'Fantasy', 'Adventure']",English,7.1,5214,100.015,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",20000000,"['Atomic Monster', 'Broken Road Productions', 'New Line Cinema']",84426031,110,Get over here.,2021,04
251,579974,RRR,2022-03-24,"['Action', 'Drama']",Telugu,7.8,918,121.562,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,69000000,"['DVV Entertainment', 'Pen Studios', 'Lyca Productions']",160000000,186,"Rise, Roar, Revolt.",2022,03
252,4232,Scream,1996-12-20,"['Crime', 'Horror', 'Mystery']",English,7.4,5853,100.682,"After a series of mysterious deaths befalls their small town, an offbeat group of friends become the target of a masked killer.",15000000,"['Dimension Films', 'Woods Entertainment']",173046663,112,Someone has taken their love of scary movies one step too far.,1996,12
259,312221,Creed,2015-11-25,['Drama'],English,7.4,6685,110.541,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.",37000000,"['Metro-Goldwyn-Mayer', 'New Line Cinema', 'Chartoff-Winkler Productions']",173567581,133,Your legacy is more than a name,2015,11
